CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
14941465,M,55,Yorkshire,B,01/02/1990,2100,North,Silver,0,10,9,4,21.74,31.24,18.62,4.08
14942488,U,39,London,B,12/02/1990,1600,South East,Silver,0,8,9,5,37.73,10.46,17.68,9.61
14942550,,57,London,A,26/10/1994,10000,South East,Gold,0,12,4,7,21.35,35.55,5.66,6.97
14943824,M,64,N West,E,11/11/1994,10000,North,Gold,0,8,4,2,43.79,41.39,22.17,6.68
14947005,M,52,,C,01/06/1990,600,,Silver,0,17,8,5,16.66,22.21,21.18,6.59
14948109,F,76,N Scot,E,27/03/1992,12053,Scottish,Gold,0,8,6,4,30.91,34.96,25.19,9.32
14950545,M,50,,D,17/03/1997,1000,,Silver,0,3,1,3,16.84,43.22,18.19,4.81
14954389,M,61,N Scot,B,31/10/1997,13500,Scottish,Gold,0,6,1,4,7.32,50.87,11.7,5.82
14955938,F,33,C Scotland,D,24/02/1994,0,Scottish,Tin,1,12,4,3,24.86,27.95,21.58,11.55
14956241,,48,London,B,24/02/1994,0,South East,Tin,0,13,4,2,36.99,35.74,21.1,10.94
14958511,,,Midlands,E,09/06/1987,1455,Midlands,Silver,0,11,11,,23.05,36.15,7.69,9
14959828,F,42,London,C,13/02/1987,12000,South East,Gold,0,9,12,4,15.2,31.34,30.65,13.34
14963078,F,60,London,B,18/11/1994,0,South East,Tin,0,7,4,7,12.69,29.81,5.17,12.7
14963515,U,70,S & S East,B,10/06/1993,3000,South East,Silver,0,7,5,7,9.41,22.61,10.09,7.31
14969440,F,53,Yorkshire,C,10/01/1989,0,North,Tin,1,9,10,1,21.99,34.25,1.66,14.11
14970678,,50,C Scotland,B,26/05/1994,1000,Scottish,Silver,1,18,4,4,31.28,22.98,23.59,9.78
14973995,,49,Midlands,F,15/05/1990,0,Midlands,Tin,0,8,8,7,17.7,25.73,12.86,12.58
14974592,F,61,Midlands,B,01/02/1990,6000,Midlands,Gold,0,12,9,1,30.83,48.58,16.56,14.87
14975300,M,,N West,F,08/01/1988,600,North,Silver,1,9,11,1,27.57,38.72,31.05,4.14
14976048,U,62,Wales & West,D,06/05/1993,6000,Midlands,Gold,0,6,5,3,20.01,1.28,31.59,4.47
14976366,F,79,N West,B,18/11/1986,15000,North,Gold,0,8,12,6,38.86,35.81,13.77,14.3
14976749,M,38,N West,E,28/04/1994,10000,North,Gold,0,7,4,7,34.29,19.66,18.18,6.63
14977478,M,51,Wales & West,B,25/02/1987,0,Midlands,Tin,0,11,12,3,31.5,30.96,29.26,8.6
14979063,F,37,N West,A,02/02/1993,12000,North,Gold,1,16,6,5,18.39,34.33,19.42,10.1
14983729,F,46,N West,B,04/06/1988,0,North,Tin,0,9,10,1,18.41,18.96,24.95,10.73
14985349,F,31,Midlands,B,08/11/1991,0,Midlands,Tin,0,9,7,4,36.01,32.96,12.04,11.52
14987686,M,38,N West,D,24/02/1994,0,North,Silver,0,11,4,8,28.6,44.37,22.16,4.82
14998130,F,56,Wales & West,E,21/05/1996,6000,Midlands,Gold,0,8,2,8,24.38,39.89,26.01,8.6
14999722,M,,Midlands,D,28/09/1993,0,Midlands,Tin,0,14,5,2,23.5,29.61,20.66,8.88
15001229,F,34,London,D,27/11/1985,100,South East,Silver,1,6,13,2,16.25,36.48,22.39,15.2
15002586,F,72,N West,B,11/05/1993,6000,North,Gold,0,8,5,4,28.58,22.4,7.25,7.98
15008339,F,72,Wales & West,A,21/05/1996,6000,Midlands,Gold,0,4,2,5,26.2,41.75,31.32,9.9
15012220,F,41,London,D,09/12/1993,0,South East,Tin,1,13,5,4,31.15,34.8,15.06,15.33
15017990,F,61,Wales & West,A,25/11/1986,6000,Midlands,Gold,0,6,12,2,27.66,27.81,21.67,13.25
15018679,F,62,London,A,20/01/1993,6000,South East,Gold,0,2,6,6,23.61,23.17,24.17,12.42
15020843,F,54,N West,B,01/03/1990,3000,North,Silver,0,7,8,8,15.49,35.46,4.52,12.24
15021858,F,53,London,C,02/08/1991,45000,South East,Platinum,0,8,7,3,35.91,39.93,25.98,13.45
15023834,U,66,N West,B,01/05/1996,7000,North,Gold,0,7,2,1,19.62,11.34,19.8,11.45
15029689,,54,S & S East,D,01/04/1991,0,South East,Silver,0,9,7,6,20.08,18.67,27.21,13.78
15031403,U,39,London,B,25/11/1987,0,South East,Tin,0,9,11,8,7.67,17.54,19.6,8.74
15033082,M,47,London,D,29/04/1983,10000,South East,Gold,0,15,15,7,30.86,28.55,25.82,8.2
15034372,M,59,Yorkshire,D,25/04/1987,7900,North,Gold,0,13,11,6,33.3,24.73,8.55,8.31
15035107,F,37,Yorkshire,F,,100,North,Silver,1,8,,3,26.13,33.09,15.13,10.93
15035794,,,S & S East,F,04/01/1991,37270,South East,Platinum,0,8,8,,13.86,30.65,21.68,14
15036421,F,61,London,C,23/05/1988,6000,South East,Gold,0,6,10,1,32.05,32.79,12.75,14.6
15041565,F,60,Midlands,F,26/08/1993,3000,Midlands,Silver,0,8,5,2,37.25,34.59,7.84,11.71
15044017,F,51,London,D,02/08/1994,0,South East,Tin,0,4,4,4,24.5,30.75,21.23,10.71
15045099,F,56,East,C,16/12/1993,0,Midlands,Tin,1,8,5,5,25.11,29.9,20.04,17.36
15050807,F,67,Wales & West,F,11/03/1994,6053,Midlands,Gold,0,10,4,1,33.87,25.25,24.82,12.3
15055124,F,68,London,B,27/10/1988,17997,South East,Gold,0,8,10,1,30.01,29.71,21.54,14.02
15056678,F,37,Yorkshire,C,22/02/1990,6105,North,Gold,1,17,9,3,26.86,26.14,16.48,9.55
15057151,F,42,S & S East,U,01/04/1996,500,South East,Silver,1,10,2,3,28.01,24.29,14.46,10.27
15057801,F,74,East,D,24/11/1994,5000,Midlands,Silver,1,10,4,4,11.88,39.73,23.25,14.27
15061159,M,53,C Scotland,B,08/11/1993,0,Scottish,Tin,0,6,5,2,27.2,41.01,29.72,5.17
15064247,F,76,S West,C,03/11/1966,1500,South West,Silver,0,11,32,5,24.48,30.42,10.26,16.41
15064549,,46,London,C,01/02/1991,0,South East,Tin,0,10,8,3,25.78,24.98,20.43,11.71
15067831,M,62,London,B,10/02/1994,1000,South East,Silver,0,6,5,6,24.32,30.29,23.49,6.22
15069370,F,48,East,B,04/04/1996,6000,Midlands,Gold,0,10,2,3,27.09,23.95,12.86,13.03
15070506,F,55,London,A,18/01/1994,0,South East,Tin,0,13,5,8,0.39,38.44,27.28,12.95
15079333,M,44,,F,08/03/1990,0,,Tin,0,,8,,9.73,25.01,19.79,8.35
15080072,,56,C Scotland,C,11/06/1993,11000,Scottish,Gold,0,,5,6,20.14,20.9,7.51,9.34
15080692,F,59,London,E,01/11/1985,0,South East,Tin,0,8,13,8,39.67,40.68,15.3,10.58
15085856,F,70,Yorkshire,C,13/11/1992,6000,North,Gold,0,4,6,7,25.34,30.35,9.39,11.13
15087212,F,60,Midlands,C,03/04/1996,3000,Midlands,Silver,1,12,2,4,28.37,23.04,31.54,11.19
15088146,M,63,S & S East,D,26/07/1997,6000,South East,Gold,0,13,1,6,27.88,36.1,41.95,7.64
15091295,F,43,London,C,01/10/1991,0,South East,Tin,1,16,7,8,38.16,21.66,16.9,12.06
15095894,F,47,East,F,03/03/1994,6053,Midlands,Gold,0,7,4,3,18.84,36.05,18.06,13.1
15097471,F,44,Yorkshire,E,16/11/1993,480,North,Silver,1,5,5,5,23,28.06,18.83,11.03
15097862,F,54,S West,C,01/02/1990,0,South West,Tin,0,9,9,8,21.31,38.21,32.38,10.97
15098575,F,38,London,C,06/08/1997,1000,South East,Silver,0,7,1,1,22.64,30.91,25.92,12.65
15098710,F,65,N West,B,04/02/1991,3000,North,Silver,0,6,8,1,30.07,27.22,14.46,10.2
15100111,F,59,Wales & West,C,28/05/1996,6000,Midlands,Gold,0,7,2,6,36.11,23.69,13,11.2
15104001,F,56,Midlands,F,22/02/1990,1500,Midlands,Silver,0,13,9,4,23.32,38.29,20,11.6
15106578,F,68,S West,D,22/05/1992,6053,South West,Gold,0,6,6,6,21.24,30.63,16,7.33
15112365,M,33,London,D,02/09/1987,2650,South East,Silver,1,25,11,7,37.63,26.54,26.13,5.22
15113876,F,,London,C,05/10/1989,1510,South East,Silver,0,13,9,7,25.76,21.07,18.27,12.17
15114899,F,50,S & S East,B,01/03/1990,0,South East,Tin,0,12,8,2,28.9,15.18,14.08,11.08
15116182,F,74,S & S East,C,08/04/1997,600,South East,Silver,0,13,1,2,24.71,33.67,16.12,14.26
15117006,M,,London,C,22/06/1993,3000,South East,Silver,0,10,5,3,37.54,24.52,32.02,7.51
15118975,M,60,East,B,07/12/1989,6179,Midlands,Gold,1,5,9,1,44.76,34.45,21.51,5.16
15119505,F,68,S & S East,F,05/04/1990,4884,South East,Silver,1,14,8,7,22.98,28.5,15.28,12.32
15126021,F,50,Ulster,,19/02/1994,600,Midlands,Silver,0,,5,5,38.85,42.76,17.7,12.95
15128032,F,56,S & S East,B,18/10/1994,11000,South East,Gold,0,6,4,2,32.8,35.48,12.71,11.65
15129098,F,60,London,B,01/07/1990,0,South East,Tin,0,5,8,8,33.5,35.15,10.63,15.13
15133001,F,40,London,D,28/05/1993,13911,South East,Gold,0,5,5,8,21.2,42.02,9.57,11.3
15137473,F,55,London,D,27/02/1989,300,South East,Silver,0,11,9,6,26.29,28.8,29.48,8.21
15139182,M,34,N West,F,01/03/1990,0,North,Tin,0,7,8,6,20.98,30.08,27.49,8.5
15142671,,57,London,C,07/01/1993,6000,South East,Gold,0,9,6,3,29.96,31.31,10.29,11.48
15143570,U,73,London,B,31/07/1985,13000,South East,Gold,0,5,13,4,39.69,22.47,14.51,10.62
15144232,,64,Wales & West,B,19/04/1994,1028,Midlands,Silver,0,11,4,2,26.4,23.39,10.27,13.55
15144763,F,33,London,D,01/12/1990,0,South East,Tin,0,9,8,5,25.58,22.64,13.09,12.7
15146200,F,69,N East,B,23/01/1991,3000,North,Silver,0,,8,4,32.57,32.58,12.95,11.2
15146294,M,72,Midlands,C,16/01/1992,6053,Midlands,Gold,0,3,7,7,15.69,49.25,11.84,7.77
15148793,M,58,N West,C,04/07/1997,6000,North,Gold,0,5,1,8,34.86,42.52,35.63,3.39
15149323,F,75,C Scotland,A,28/11/1994,18053,Scottish,Gold,0,4,4,1,16.33,31.94,12.81,11.94
15152359,F,43,East,C,06/01/1994,0,Midlands,Tin,1,5,5,2,26.49,31.35,11.57,16.11
15153231,M,77,London,E,02/04/1996,1000,South East,Silver,0,10,2,4,25.46,35.3,27.44,9.39
15159396,M,54,London,F,14/05/1990,1950,South East,Silver,0,,8,1,8.19,26.71,5.1,6.63
15166260,,47,London,C,26/02/1994,920,South East,Silver,0,7,4,1,28.98,27.58,30.97,11.55
15167399,F,60,London,D,06/05/1988,0,South East,Tin,0,9,10,4,26.61,33.95,12.31,11.36
15172929,,47,N West,,02/10/1993,0,North,Tin,0,8,5,1,29.73,43.53,12.4,12.47
15173569,M,71,S & S East,D,22/12/1995,20562,South East,Platinum,0,,3,8,54.33,39.71,15.58,6.74
15176916,F,35,Wales & West,B,16/06/1993,420,Midlands,Silver,1,14,5,5,35.27,29.75,27.55,12.63
15178285,F,51,N West,D,26/10/1994,0,North,Tin,1,5,4,7,31.03,34.03,20.97,11.29
15181413,M,66,S & S East,D,04/05/1993,4500,South East,Silver,0,7,5,8,15.24,26.94,17.07,7.67
15182436,M,56,N West,B,20/01/1994,1000,North,Silver,0,8,5,4,25.06,48.36,21.36,7.45
15186512,M,36,London,E,21/11/1991,600,South East,Silver,1,11,7,2,36.16,41.38,18.87,7.53
15190080,F,66,London,C,21/09/1994,2700,South East,Silver,0,7,4,1,23.25,29.62,39.73,12.97
15195295,F,60,S & S East,F,01/03/1994,3430,South East,Silver,0,11,4,2,23.08,21.05,13.15,13.57
15199800,F,47,London,D,05/07/1993,6000,South East,Gold,0,11,5,2,32.1,35.73,21.46,14.19
15201635,F,69,London,B,01/05/1996,2500,South East,Silver,1,11,2,1,22.14,28.39,30.91,11.75
15203964,F,61,Yorkshire,D,01/02/1990,300,North,Silver,0,6,9,4,37.94,28.75,19.92,13.92
15208699,M,61,Wales & West,E,12/03/1996,5000,Midlands,Silver,0,6,2,4,37.03,40.06,36.05,7.19
15210111,F,36,East,C,25/11/1988,3000,Midlands,Silver,0,6,10,6,26.84,33.38,13.23,12.97
15211045,F,61,Yorkshire,C,10/01/1991,3000,North,Silver,0,11,8,2,22.66,34.54,32.41,10.63
15211401,F,40,Border,C,28/06/1995,5000,Scottish,Silver,1,19,3,5,23.8,39.51,31.22,9.74
15217256,U,68,Midlands,C,07/05/1997,1000,Midlands,Silver,0,5,1,1,18.04,1.15,17.72,1.92
15220168,F,75,London,D,01/07/1990,0,South East,Tin,0,12,8,5,20.04,32.13,21.09,8.83
15222403,M,49,N Scot,E,15/06/1994,2000,Scottish,Silver,0,6,4,8,15.81,35.2,19.11,6.65
15226581,M,45,S & S East,B,16/03/1994,0,South East,Tin,0,11,4,3,26.62,32.15,27.35,4.77
15232255,M,59,Midlands,F,04/02/1991,3000,Midlands,Silver,0,5,8,3,29.8,35.8,12.88,6.31
15234398,M,36,N West,D,10/01/1994,0,North,Tin,0,11,5,7,25.8,45.01,25.86,7.66
15234738,F,69,London,,01/10/1993,0,South East,Tin,0,7,5,6,26,38.93,6.95,12.41
15235971,F,55,C Scotland,C,25/09/1991,3290,Scottish,Silver,0,3,7,5,18.63,20.06,22.67,10.67
15238857,F,59,Yorkshire,D,29/04/1993,11000,North,Gold,0,7,5,5,16.36,29.45,28.36,12.48
15240533,F,,Midlands,B,16/02/1993,3000,Midlands,Silver,0,10,6,1,12.41,17.14,23.03,13.58
15246574,M,66,Yorkshire,A,03/07/1997,500,North,Silver,0,,1,5,7.11,33.59,25.02,6.76
15250539,M,33,Wales & West,F,06/06/1994,0,Midlands,Tin,1,27,4,2,6.47,17.87,19.35,5.47
15252434,M,55,N West,E,18/02/1994,0,North,Tin,0,5,5,7,19.01,20.16,22.6,10.11
15252752,,65,N West,D,10/05/1990,0,North,Tin,0,10,8,7,30.18,37.7,24.36,14.89
15256340,U,54,C Scotland,C,30/01/1991,3000,Scottish,Silver,0,9,8,4,14.18,32.22,8.9,4.18
15264130,F,72,London,D,17/03/1993,6053,South East,Gold,0,6,5,2,23.02,30.26,18.36,13.79
15265153,F,72,N West,C,14/03/1989,300,North,Silver,0,4,9,4,23.92,15.48,38.5,10.28
15265382,F,62,S & S East,E,01/02/1990,3300,South East,Silver,1,9,9,6,25.42,34.69,35.55,14.36
15271056,F,71,S & S East,C,05/04/1990,20000,South East,Gold,0,8,8,7,17.07,37.08,17.41,8.91
15273911,F,53,N West,C,30/09/1994,0,North,Tin,0,5,4,6,16.73,36.04,23.09,9.7
15275892,M,79,Midlands,B,,6000,Midlands,Gold,0,10,,5,10.52,41.09,23.17,5.92
15278069,F,59,London,B,30/11/1995,20291,South East,Platinum,0,8,3,7,11.35,51.07,13.78,9.61
15290409,F,76,S & S East,B,25/06/1993,3000,South East,Silver,1,5,5,1,28.76,35.25,20.92,12.87
15293696,,47,S & S East,B,22/09/1993,0,South East,Tin,0,3,5,1,19.77,22.36,10.71,12.64
15295605,U,36,Yorkshire,D,20/05/1988,0,North,Tin,0,5,10,5,17.26,4.71,28.86,22.35
15296946,F,59,London,D,25/05/1994,6000,South East,Gold,0,7,4,3,24.03,32.15,8.17,9.07
15299910,F,51,N East,C,05/02/1994,0,North,Tin,1,11,5,7,23.61,35.49,22.78,14.19
15300668,F,42,London,F,26/04/1994,420,South East,Silver,1,15,4,2,18.7,31.87,22.7,8.44
15304582,,63,S West,B,05/10/1987,100,South West,Silver,0,10,11,7,29.31,36.19,14.08,9.96
15305511,M,63,Midlands,C,23/02/1990,15075,Midlands,Gold,0,9,9,5,38.37,47.33,38.73,9.21
15306534,F,61,London,A,07/02/1994,9600,South East,Gold,0,13,5,6,22.83,23.07,21.44,9.46
15309703,F,58,N West,D,27/09/1994,6000,North,Gold,0,7,4,3,29.33,33.64,21.59,14.44
15313301,F,68,London,E,01/09/1990,3000,South East,Silver,0,9,8,5,25.16,37.47,22.48,13.36
15319423,F,74,S & S East,B,21/08/1968,2500,South East,Silver,0,7,30,7,32.09,31,10.09,13.03
15329976,F,48,London,C,04/03/1994,12053,South East,Gold,1,9,4,8,30.24,30.87,24.87,11.29
15332888,U,,N West,D,01/04/1988,1000,North,Silver,0,16,10,5,15.36,8.37,12.22,17.92
15334104,,,C Scotland,A,10/08/1993,1500,Scottish,Silver,0,8,5,,20.45,35.49,12.18,13.09
15339696,,69,N West,B,11/08/1993,20505,North,Platinum,0,10,5,8,42.75,32.28,30.5,11.72
15341186,F,69,S & S East,E,20/11/1989,18141,South East,Gold,0,4,9,4,20.56,32.37,34.94,13.49
15342328,,71,,F,31/01/1992,9000,,Gold,0,16,7,1,26.31,36.69,0.71,11.33
15345378,F,47,N West,C,15/07/1988,0,North,Tin,0,7,10,2,21.01,33.27,22.2,12.68
15350517,M,58,Ulster,,13/04/1992,6000,Midlands,Gold,0,8,6,7,6.77,50.18,33.44,6.14
15351475,F,48,Midlands,B,13/07/1992,3300,Midlands,Silver,0,7,6,3,28.6,35.91,33.99,8.51
15355071,F,47,N East,D,25/01/1991,2000,North,Silver,0,7,8,5,20.66,30.45,17.04,9.61
15360288,F,38,London,C,13/08/1987,300,South East,Silver,1,13,11,8,24.31,23.86,9.99,13.6
15363902,F,43,East,C,01/06/1990,0,Midlands,Tin,1,15,8,6,23.43,10.52,14.27,12.66
15367525,F,44,London,A,,6053,South East,Gold,1,10,,2,39.63,33.94,20.21,10.44
15372669,M,52,S & S East,A,02/04/1997,6000,South East,Gold,0,9,1,4,29.88,44.75,8.89,8.53
15383989,F,34,London,B,06/06/1994,0,South East,Tin,1,12,4,3,27.8,22.69,20.7,10.14
15387003,F,34,S West,F,15/06/1994,0,South West,Tin,1,13,4,3,23.46,38.36,16.65,13.26
15394212,M,49,S & S East,B,21/01/1993,6000,South East,Gold,1,8,6,5,33.33,28.16,26.43,8.61
15395375,U,63,Midlands,A,13/04/1993,6000,Midlands,Gold,0,7,5,4,23.27,7.16,16.81,13.97
15398579,,,S & S East,B,30/12/1993,0,South East,Tin,0,8,5,,17.76,26.95,15.25,12.39
15399079,M,52,London,A,14/07/1972,0,South East,Tin,0,,26,8,28.4,39.21,25.78,5.17
15400581,F,62,Yorkshire,B,05/12/1990,3000,North,Silver,0,8,8,3,18.93,21.14,27.16,12.11
15400646,F,50,London,B,03/06/1997,6000,South East,Gold,0,2,1,1,22.74,28.02,16.69,10
15403467,M,32,S West,F,01/09/1990,0,South West,Tin,0,,8,2,23.82,47.09,25.73,8.15
15405893,M,44,S & S East,C,12/05/1994,0,South East,Tin,0,6,4,2,18.92,59.51,27.7,6.04
15406679,U,50,N West,C,01/11/1989,50,North,Silver,0,10,9,1,23.69,2.02,0.31,21.9
15409937,M,42,London,C,27/06/1989,500,South East,Silver,0,6,9,4,22.07,30.18,16.11,5.64
15413438,,57,Midlands,F,16/07/1987,45553,Midlands,Platinum,0,11,11,7,28.29,21.07,11.59,14.66
15421325,M,42,C Scotland,D,30/04/1994,600,Scottish,Silver,0,10,4,5,46.68,40.81,21.89,7.27
15421775,M,74,Ulster,,09/01/1995,14500,Midlands,Gold,0,8,4,1,29.67,36.63,41.59,4.63
15421783,F,36,East,B,24/06/1991,650,Midlands,Silver,0,6,7,7,19.65,28.25,25.21,10.31
15425649,F,41,N West,F,25/01/1994,0,North,Tin,1,8,5,7,21.66,41.86,17.69,10.69
15428648,F,61,N West,D,31/03/1994,5044,North,Gold,0,6,4,3,19.61,37.69,18.4,10.21
15430359,F,79,S & S East,D,04/11/1986,41000,South East,Platinum,0,10,12,1,21.01,28,1.54,9.51
15433218,F,40,London,A,05/11/1997,3000,South East,Silver,1,6,1,2,21.58,29.03,12.73,10.42
15435881,F,55,N West,F,29/05/1997,100,North,Silver,0,10,1,1,35.37,30.78,12.87,10.46
15436950,F,65,S & S East,D,03/10/1996,6000,South East,Gold,0,10,2,2,31.28,29.17,21.56,13.36
15437094,,,London,C,10/06/1997,100,South East,Silver,0,7,1,,15.27,22.47,23.83,14.12
15439453,F,53,N East,B,29/06/1994,0,North,Tin,0,2,4,7,35.02,25.54,18.68,11.25
15443345,M,61,N East,B,01/03/1990,0,North,Tin,0,3,8,2,14.27,15.53,30.18,7.5
15444597,F,56,East,E,16/01/1995,12000,Midlands,Gold,0,9,4,5,29.23,23.24,11.1,13.04
15450643,F,,,F,26/03/1996,500,,Silver,0,7,2,6,18.4,7.17,10.12,13.01
15452034,U,,London,A,26/05/1994,12036,South East,Gold,0,7,4,5,13.23,27.27,10.16,9.96
15453871,,50,Midlands,F,01/10/1985,6028,Midlands,Gold,1,13,13,1,11.16,40.02,7.92,14.61
15454371,M,54,Yorkshire,,21/11/1994,16000,North,Gold,0,9,4,6,30.94,37.71,33.32,6
15455998,F,73,N West,B,21/09/1995,20540,North,Platinum,0,9,3,4,29.95,24.91,18.39,7.86
15457672,F,37,S & S East,F,26/04/1990,0,South East,Tin,1,9,8,7,28.5,37.31,23.73,10.77
15459497,M,74,N Scot,B,30/10/1981,4392,Scottish,Silver,0,3,17,4,7.74,43.97,19.54,5.38
15462609,M,68,S & S East,D,09/11/1994,28144,South East,Platinum,0,5,4,1,37.97,39.28,27.17,9.54
15463494,F,44,S & S East,F,15/12/1993,0,South East,Tin,1,15,5,5,31.61,23.75,12.44,10.91
15464016,,30,Midlands,D,26/06/1997,600,Midlands,Silver,0,6,1,4,18.24,33.69,15.65,10.5
15465861,F,57,C Scotland,F,26/11/1985,3000,Scottish,Silver,0,13,13,5,25.44,19.93,15.91,12.5
15470504,F,52,Midlands,F,18/11/1987,50,Midlands,Silver,0,7,11,2,24.14,21,18.61,6.72
15470903,F,37,East,F,31/03/1994,0,Midlands,Tin,1,11,4,2,16.88,10.51,20.36,11.8
15476448,F,63,C Scotland,A,01/02/1988,38000,Scottish,Platinum,0,10,11,8,27.58,30.98,13.36,11.04
15479455,,68,S West,B,27/01/1994,16000,South West,Gold,0,5,5,8,30.22,36.46,15.76,10.04
15482715,M,55,Midlands,B,01/03/1990,0,Midlands,Tin,1,9,8,1,27.68,30.27,29.56,10.28
15483525,F,36,London,F,16/12/1993,0,South East,Tin,1,15,5,8,31.37,36.07,18.2,11.47
15487474,F,78,Border,C,23/08/1993,5000,Scottish,Silver,1,5,5,3,17.4,51.63,23.04,13.11
15492958,M,50,Wales & West,D,11/07/1987,3000,Midlands,Silver,0,7,11,4,32.85,33.4,33.13,4.96
15500470,F,37,Midlands,A,01/08/1991,0,Midlands,Tin,1,,7,2,25.14,21.67,24.31,14.7
15508706,U,,N Scot,B,09/01/1991,16500,Scottish,Gold,0,9,8,7,3.52,8.58,5.56,15.11
15509273,F,66,London,A,05/04/1993,0,South East,Tin,0,9,5,5,27.92,29.53,18.58,8.88
15509486,F,56,N West,B,06/07/1988,1000,North,Silver,0,7,10,6,25.11,20.35,9.12,13.88
15512657,M,63,N West,D,02/10/1996,5000,North,Silver,0,9,2,4,22.41,39.86,12.51,7.2
15514137,U,71,N West,B,21/02/1994,2000,North,Silver,0,6,5,2,19.49,1.83,4.62,2.5
15522946,F,,S & S East,D,06/11/1987,0,South East,Tin,1,7,11,1,24.68,21.51,22.65,11.92
15523160,M,67,S & S East,B,05/09/1988,950,South East,Silver,0,5,10,8,25.18,37.39,27.6,9.54
15529622,F,41,N Scot,E,13/01/1994,0,Scottish,Tin,1,8,5,5,33.13,25.88,15.4,11.28
15532348,M,60,Wales & West,C,01/11/1989,50,Midlands,Silver,0,6,9,7,17.72,29.68,27.34,7.33
15532593,F,53,London,F,10/08/1993,1900,South East,Silver,1,7,5,8,26.05,33.87,7.02,10.87
15534251,F,70,N West,D,24/04/1996,6000,North,Gold,0,9,2,1,21.02,26.17,11.82,13.26
15535584,F,72,London,C,17/03/1992,9000,South East,Gold,0,9,6,6,44.72,24.75,24.86,9.52
15536661,M,56,Wales & West,B,30/11/1966,130,Midlands,Silver,0,7,32,5,28.81,25.65,31.02,10.32
15538257,F,37,Border,C,24/02/1994,0,Scottish,Tin,0,7,4,4,27.88,25.6,22.05,12.82
15538958,U,65,London,D,23/04/1996,6000,South East,Gold,0,,2,5,17.59,13.81,4.36,14.2
15542327,F,50,Midlands,A,28/07/1994,9053,Midlands,Gold,1,10,4,3,16.11,32.16,23.12,10.11
15545202,F,27,East,F,28/03/1994,2420,Midlands,Silver,1,11,4,5,28.64,26.25,16.96,11.1
15546624,F,46,N West,D,01/03/1989,0,North,Tin,0,11,9,1,26.95,23.25,25.06,11.81
15548929,F,48,Wales & West,C,29/11/1994,15000,Midlands,Gold,0,9,4,1,23.63,10.42,16.37,12.04
15550222,F,68,,C,31/07/1984,19000,,Gold,0,9,14,5,20.41,32.28,13.53,13.79
15553418,F,59,S West,B,29/06/1988,300,South West,Silver,0,6,10,5,31.92,26.31,17.86,12.38
15555070,M,66,Midlands,C,07/10/1996,6000,Midlands,Gold,0,5,2,3,26.45,25.93,10.02,5.33
15566692,F,77,London,B,04/07/1995,1500,South East,Silver,0,9,3,6,17.61,17.85,18.66,11.65
15570649,U,41,Yorkshire,D,02/02/1994,0,North,Tin,0,10,5,7,11.79,9.46,20.34,20.32
15572307,F,76,London,C,08/01/1991,10600,South East,Gold,0,6,8,3,25.64,38.06,28.07,11.57
15572994,F,52,N West,C,04/04/1997,1000,North,Silver,0,6,1,2,32.29,44.66,28.45,13.15
15575748,F,58,Ulster,,26/01/1994,6000,Midlands,Gold,0,4,5,3,30.87,35.37,8.27,17.07
15578690,M,56,Wales & West,C,01/09/1991,0,Midlands,Tin,0,8,7,8,38.1,25.6,31.66,6.2
15580806,F,51,N East,B,08/03/1995,10000,North,Gold,0,8,3,4,16.03,32.36,22.65,15.4
15586138,F,71,S & S East,D,31/10/1979,12000,South East,Gold,0,12,19,8,34.31,21.18,13.28,10.5
15588122,,61,London,F,16/03/1994,5000,South East,Gold,0,15,4,6,18.19,18.86,11.06,8.05
15594424,M,34,N East,C,11/02/1994,0,North,Tin,0,11,5,1,18.17,29.03,8.45,9.41
15594483,F,41,N East,D,23/07/1997,100,North,Silver,0,,1,7,22.14,19.61,19.82,14.79
15595641,F,37,N West,C,21/12/1993,480,North,Silver,0,8,5,4,12.68,35.88,13.71,10.67
15608638,M,59,Midlands,C,03/08/1990,0,Midlands,Tin,0,13,8,1,24.39,40.62,31.35,6.21
15611191,F,29,S & S East,F,25/11/1994,0,South East,Tin,1,19,4,4,28.42,32.83,21.67,11.05
15616312,M,47,S West,F,31/01/1994,0,South West,Tin,0,15,5,6,10.2,49.08,14.94,6.97
15618048,M,49,London,D,13/10/1987,0,South East,Tin,0,9,11,3,21.83,30.7,19.97,8.06
15628043,F,46,Yorkshire,E,18/12/1993,0,North,Tin,0,10,5,4,29.54,34.28,24.38,10.21
15628981,F,52,N West,E,18/02/1993,12013,North,Gold,0,5,6,3,21.78,24.19,21.97,14.09
15632083,F,35,London,F,06/12/1993,0,South East,Tin,1,14,5,8,18.37,42.99,10.4,12.6
15635538,M,,S & S East,D,24/05/1991,1420,South East,Silver,0,8,7,3,39.62,50.5,29.15,6.95
15638561,F,53,Wales & West,F,01/01/1990,420,Midlands,Silver,0,13,9,7,10.5,27.8,23.38,14
15642313,F,44,Midlands,D,01/11/1989,50,Midlands,Silver,0,6,9,1,12.37,44.51,17.29,13
15642534,F,41,London,C,02/04/1993,3000,South East,Silver,1,,5,8,21.5,32.39,7.73,7.79
15648982,F,57,London,A,10/03/1995,6000,South East,Gold,0,9,3,4,22.61,35.48,23.6,9.87
